trade_id,entry_ts,entry_ts_ist,pair,side,strategy_id,strategy_name,strategy_tier,confidence,entry_price,qty,note,exit_ts,exit_ts_ist,exit_price,realized_pnl
1770844768-LTCUSDT,1770844768,2026-02-12 02:49:28 IST,LTCUSDT,LONG,ichimoku_cloud,Ichimoku Cloud Breakout,2h,0.702331,52.41,2.2896393817973673,Ichimoku LONG | TK Bull Cross | Above Cloud | ADX=22.0 | +DI=29.0 | Cloud=GREEN | Vol=0.6x,1770876039,2026-02-12 11:30:39 IST,52.93,-0.06801
1770843043-AVAXUSDT,1770843043,2026-02-12 02:20:43 IST,AVAXUSDT,LONG,mtf_ema_ribbon,Multi-TF EMA Ribbon,2h,0.778041,8.687,13.813744675952574,MTF EMA Ribbon LONG | 15m UP trend | 5m pullback bounce @ EMA20 | RSI=43.1 | Vol=1.8x | 15m gap=0.180%,,,,
1770841768-NEARUSDT,1770841768,2026-02-12 01:59:28 IST,NEARUSDT,SHORT,supertrend_flip,Supertrend Trend Flip,2h,0.686180,0.959,130.66666666666657,Supertrend SHORT Flip | ST=0.97 | RSI=31.2 | EMA50=0.96 | Vol=1.3x | ATR%=0.484%,,,,
1770841018-AVAXUSDT,1770841018,2026-02-12 01:46:58 IST,AVAXUSDT,LONG,mtf_ema_ribbon,Multi-TF EMA Ribbon,2h,0.667974,8.696,13.799448022079117,MTF EMA Ribbon LONG | 15m UP trend | 5m pullback bounce @ EMA20 | RSI=46.8 | Vol=0.8x | 15m gap=0.234%,,,,
1770838995-LTCUSDT,1770838995,2026-02-12 01:13:15 IST,LTCUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.795459,52.37,2.673286232575902,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.235→-0.091 | RSI=62.3 | Strength=0.326,,,,
1770838918-ETHUSDT,1770838918,2026-02-12 01:11:58 IST,ETHUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.782238,1949.99,0.07179523997558962,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.084→-0.103 | RSI=60.3 | Strength=0.187,,,,
1770837420-AVAXUSDT,1770837420,2026-02-12 00:47:00 IST,AVAXUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.860000,8.741,13.802816901408418,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.142→-0.015 | RSI=79.8 | Strength=0.157,,,,
1770837343-ETHUSDT,1770837343,2026-02-12 00:45:43 IST,ETHUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.860000,1952.52,0.060888474681578014,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.046→-0.051 | RSI=82.6 | Strength=0.097,,,,
1770836968-BNBUSDT,1770836968,2026-02-12 00:39:28 IST,BNBUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.860000,613.16,0.22832539630765217,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.205→0.110 | RSI=78.0 | Strength=0.095,,,,
1770836743-NEARUSDT,1770836743,2026-02-12 00:35:43 IST,NEARUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.783101,0.972,126.4516129032257,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.263→-0.169 | RSI=60.5 | Strength=0.432,,,,
1770835843-ETHUSDT,1770835843,2026-02-12 00:20:43 IST,ETHUSDT,LONG,supertrend_flip,Supertrend Trend Flip,2h,0.764337,1941.46,0.07211067959164752,Supertrend LONG Flip | ST=1915.72 | RSI=56.4 | EMA50=1934.56 | Vol=1.4x | ATR%=0.446%,1770846713,2026-02-12 03:21:53 IST,1975.75,0.4224
1770835243-BNBUSDT,1770835243,2026-02-12 00:10:43 IST,BNBUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.843233,609.14,0.22983222247759136,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.232→-0.108 | RSI=69.5 | Strength=0.340,,,,
1770834868-DOGEUSDT,1770834868,2026-02-12 00:04:28 IST,DOGEUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.791985,0.0908,1525.2918287937725,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.049→-0.015 | RSI=61.8 | Strength=0.064,,,,
1770834642-LTCUSDT,1770834642,2026-02-12 00:00:42 IST,LTCUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.834545,52.12,2.686108979278588,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.173→0.020 | RSI=68.2 | Strength=0.153,,,,
