ts,event,pair,side,qty,price,strategy_id,strategy_name,pnl,note,engine
1770741715,ENTRY_RECOVER,DOGEUSDT,LONG,2140.0,0.0934,bb_squeeze,Bollinger Squeeze Breakout,,Recovered open position (strategy unknown) | backfilled_strategy,unknown
1770741786,ENTRY_RECOVER,DOGEUSDT,,2140.0,,bb_squeeze,Bollinger Squeeze Breakout,,Recovered open position | backfilled_strategy,1m
1770743889,ENTRY,ETHUSDT,LONG,0.09843730773963331,2031.75,bb_squeeze,Bollinger Squeeze Breakout,,BB squeeze breakout UP | BW=0.67% | ATR=0.132%,1m
1770745462,CLOSE_MAX_AGE,ETHUSDT,LONG,0.098,,bb_squeeze,Bollinger Squeeze Breakout,,max_age | backfilled_strategy,1m
1770746814,ENTRY,NEARUSDT,SHORT,112.00000000000199,0.996,bb_kc_squeeze,BB+Keltner Squeeze Breakout,,BB+KC Squeeze SHORT FIRE | Momentum=-0.00↓ | ADX=27.5 | Vol=1.6x | RSI=41.7 | ATR%=0.409%,2h
1770748015,ENTRY,AVAXUSDT,SHORT,22.95684113865932,8.712,bb_squeeze,Bollinger Squeeze Breakout,,BB squeeze breakout DOWN | BW=1.03% | ATR=0.169%,1m
1770748388,CLOSE_MAX_AGE,NEARUSDT,SHORT,112.0,,bb_kc_squeeze,BB+Keltner Squeeze Breakout,,max_age | backfilled_strategy,2h
1770749587,CLOSE_MAX_AGE,AVAXUSDT,SHORT,22.0,,bb_squeeze,Bollinger Squeeze Breakout,,max_age | backfilled_strategy,1m
1770749590,ENTRY,DOGEUSDT,LONG,1516.7930660888408,0.0923,keltner_reversion,Keltner Channel Mean Reversion,,Keltner LONG Reversion | Price at lower band | RSI=20.5 | ADX=25.6 | CMF=0.005 | Dist to mid=0.87%,2h
1770749846,ENTRY_RECOVER,DOGEUSDT,,1516.0,,keltner_reversion,Keltner Channel Mean Reversion,,Recovered open position | backfilled_strategy,1m
1770751123,CLOSE_MAX_AGE,DOGEUSDT,LONG,1516.0,,keltner_reversion,Keltner Channel Mean Reversion,,max_age | backfilled_strategy,2h
1770752281,ENTRY,NEARUSDT,LONG,193.10344827586187,0.991,bb_squeeze,Bollinger Squeeze Breakout,,BB squeeze breakout UP | BW=1.23% | ATR=0.209%,1m
1770752501,ENTRY_RECOVER,NEARUSDT,,193.0,,bb_squeeze,Bollinger Squeeze Breakout,,Recovered open position | backfilled_strategy,1m
1770754454,ENTRY,AVAXUSDT,SHORT,22.996435552489366,8.697,bb_squeeze,Bollinger Squeeze Breakout,,BB squeeze breakout DOWN | BW=0.41% | ATR=0.102%,1m
1770755354,ENTRY,LTCUSDT,LONG,3.7530493525989868,53.29,bb_squeeze,Bollinger Squeeze Breakout,,BB squeeze breakout UP | BW=0.32% | ATR=0.079%,1m
1770756027,CLOSE_MAX_AGE,AVAXUSDT,SHORT,22.0,,bb_squeeze,Bollinger Squeeze Breakout,,max_age | backfilled_strategy,1m
1770756703,ENTRY_RECOVER,LTCUSDT,,3.753,,bb_squeeze,Bollinger Squeeze Breakout,,Recovered open position | backfilled_strategy,1m
1770756854,CLOSE_MAX_AGE,LTCUSDT,LONG,3.753,,bb_squeeze,Bollinger Squeeze Breakout,,max_age | backfilled_strategy,1m
1770759016,ENTRY,ETHUSDT,SHORT,0.09977450960828528,2004.52,bb_squeeze,Bollinger Squeeze Breakout,,BB squeeze breakout DOWN | BW=0.46% | ATR=0.072%,1m
1770759091,ENTRY,LTCUSDT,SHORT,2.2645782223060955,52.99,bb_kc_squeeze,BB+Keltner Squeeze Breakout,,BB+KC Squeeze SHORT FIRE | Momentum=-0.26↓ | ADX=31.4 | Vol=1.9x | RSI=38.5 | ATR%=0.226%,2h
1770760589,CLOSE_MAX_AGE,ETHUSDT,SHORT,0.099,2007.06,bb_squeeze,Bollinger Squeeze Breakout,-0.34254,max_age | backfilled_strategy,1m
